batch,train_loss,train_acc,val_loss,val_acc,llc
168000,0.01454142492445884,1.0,0.03725863115288366,1.0,24.7987117767334
170000,0.01399741886764701,1.0,0.035305150683671446,1.0,25.52642059326172
172000,0.014361930873912505,1.0,0.03772500423709593,1.0,25.049503326416016
174000,0.014078819584763825,1.0,0.036053304514730995,1.0,25.12002182006836
176000,0.014500994620911813,1.0,0.03926364305895959,1.0,24.986371994018555
178000,0.014439368909989599,1.0,0.035939356019270306,1.0,25.243040084838867
180000,0.014454606005717843,1.0,0.037153299008312345,1.0,25.380178451538086
182000,0.014320676074271182,1.0,0.03760984207264226,1.0,24.912120819091797
184000,0.01449447976073059,1.0,0.03765563809829502,1.0,25.4220027923584
186000,0.014019231158817558,1.0,0.03635140042467857,1.0,24.150442123413086
188000,0.014632533949297217,1.0,0.039012155248829,1.0,24.919139862060547
190000,0.0141343891985802,1.0,0.03716826660329729,1.0,25.371370315551758
192000,0.014447198522598988,1.0,0.037740636194383226,1.0,26.02894401550293
194000,0.014341674758586463,1.0,0.037221831756252176,1.0,25.45060920715332
196000,0.01428691265908137,1.0,0.03583884071753844,1.0,26.17775535583496
198000,0.014236377118188337,1.0,0.036059935954687365,1.0,25.508878707885742
200000,0.014338195420175072,1.0,0.037508627321939395,1.0,24.679168701171875
