batch,train_loss,train_acc,val_loss,val_acc,llc,stage,max_val
500,0.08914023876793793,0.9976019184652278,13.306928862216138,0.009884678747940691,28.7822208404541,3,31
1000,0.019691137840672338,1.0,13.724090911580719,0.0214168039538715,31.28551483154297,3,31
1500,0.015983426683092137,1.0,12.378233277741582,0.023064250411861616,31.729076385498047,3,31
2000,0.014891768904431536,1.0,11.386685324484558,0.026359143327841845,31.47528839111328,3,31
2500,0.013863339076852716,1.0,10.622469280915173,0.029654036243822075,29.455766677856445,3,31
3000,0.013320234581776192,1.0,10.062320530773224,0.029654036243822075,29.122358322143555,3,31
3500,0.012996655159305481,1.0,9.560067673673304,0.029654036243822075,28.314525604248047,3,31
4000,0.012564416827100197,1.0,9.098768053205816,0.02471169686985173,27.223297119140625,3,31
4500,0.012231682262235997,1.0,8.706858620340622,0.02471169686985173,27.814800262451172,3,31
5000,0.011826401056299696,1.0,8.315201777953323,0.02800658978583196,27.40816879272461,3,31
5500,0.01157378850614192,1.0,8.029917612146352,0.03130148270181219,26.16863441467285,3,31
6000,0.01148620779052091,1.0,7.775865022984489,0.029654036243822075,26.32480812072754,3,31
6500,0.011609408060843639,1.0,7.484603131268192,0.029654036243822075,26.418359756469727,3,31
7000,0.011032303249155231,1.0,7.21305243074403,0.03130148270181219,24.92174530029297,3,31
7500,0.011165462744174352,1.0,6.906451789195047,0.042833607907743,24.367305755615234,3,31
8000,0.011018791459042946,1.0,6.438118881078766,0.051070840197693576,24.789505004882812,3,31
8500,0.010476127524281755,1.0,5.965138106339165,0.057660626029654036,24.020414352416992,3,31
9000,0.01028130600958665,1.0,5.656670946727585,0.07248764415156507,24.34534454345703,3,31
9500,0.01036518682950183,1.0,5.333743197806609,0.09719934102141681,25.026649475097656,3,31
10000,0.01051405019588027,1.0,5.039622356889606,0.1070840197693575,23.519378662109375,3,31
10500,0.010060337855233822,1.0,4.727141895610302,0.128500823723229,23.057044982910156,3,31
11000,0.009965384329615577,1.0,4.50196919454142,0.14662273476112025,23.421833038330078,3,31
11500,0.009681851673582055,1.0,4.333141889811311,0.14827018121911037,23.288850784301758,3,31
12000,0.00953250659693354,1.0,4.1885775631198525,0.16803953871499178,22.804250717163086,3,31
12500,0.009748281621233486,1.0,4.128532050576374,0.16803953871499178,22.93524932861328,3,31
13000,0.009704669082941536,1.0,4.035582401157975,0.19439868204283361,23.26669692993164,3,31
13500,0.009630097333973886,1.0,3.9343711625599753,0.18780889621087316,23.119449615478516,3,31
14000,0.009643095284443555,1.0,3.8140311686207404,0.214168039538715,22.586069107055664,3,31
14500,0.009688107397047717,1.0,3.781748895426557,0.22405271828665568,22.718814849853516,3,31
15000,0.009511979862967198,1.0,3.722283390884002,0.22899505766062603,22.112201690673828,3,31
15500,0.009706400175147848,1.0,3.593606473991181,0.24382207578253706,22.018754959106445,3,31
16000,0.009506951367629947,1.0,3.470181367535733,0.2586490939044481,22.8758487701416,3,31
16500,0.009517452510116216,1.0,3.35838401548701,0.2751235584843493,22.742650985717773,3,31
17000,0.009499031317540907,1.0,3.254882650507408,0.28171334431630973,22.785093307495117,3,31
17500,0.009442567565686089,1.0,3.161069677421544,0.30807248764415157,22.543134689331055,3,31
18000,0.009535994928171613,1.0,3.109354133104761,0.31795716639209226,23.107145309448242,3,31
18500,0.009450751586540265,1.0,3.0246734329648133,0.3228995057660626,22.174179077148438,3,31
19000,0.009430720319533698,1.0,2.9963674603192723,0.33278418451400327,23.205976486206055,3,31
19500,0.00938181452787028,1.0,2.961425507644458,0.34596375617792424,22.961713790893555,3,31
20000,0.009235171856619954,1.0,2.9106556889470636,0.3525535420098847,23.103548049926758,3,31
20500,0.009162723116087559,1.0,2.8325788625523667,0.36902800658978585,22.68764877319336,3,31
21000,0.009308198208940759,1.0,2.7585923369541225,0.3723228995057661,22.6401424407959,3,31
21500,0.009116172943514385,1.0,2.696647672498939,0.39209225700164746,22.326496124267578,3,31
22000,0.009133422858923745,1.0,2.5847396026879452,0.3904448105436573,22.063533782958984,3,31
22500,0.008977265350411176,1.0,2.385746883704823,0.43986820428336076,21.42283821105957,3,31
23000,0.008893832265638368,1.0,2.1452522915780325,0.4876441515650741,22.961475372314453,3,31
23500,0.0087975726580991,1.0,1.922152013756117,0.528830313014827,21.95236587524414,3,31
24000,0.008778649160350345,1.0,1.7226624587931267,0.5634266886326195,22.778841018676758,3,31
24500,0.008630602135896968,1.0,1.6689469599881543,0.5799011532125206,21.96441650390625,3,31
25000,0.008968837158609298,1.0,1.6333825674239404,0.5980230642504119,23.539073944091797,3,31
